Group Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score
So Musicas Gauchas,,2050579721666155,none,,,,549389,N/A,2022-01-06 01:00:22 WET,2022-01-06,01:00:22,Photo,"1,502",1328,104,22,43,2,1,0,0,2,,-,0,0,0,N/A,https://www.facebook.com/groups/2050579721666155/permalink/4800799486644151,"Buenas Com a Melhor Gaiteira Do Brasil e Do Mundo Tche La Da Terra De Teixeirinha Gaúcho De Passo Fundo a Rainha Da Gaita Bruna Scopel Entrem No Grupo👉 Fans De Bruna Scopel Ofc 👈 e Vamos Dar as Boas-Vindas aos Nossos Novos mMembros:❤🌹🙏 CarlosGleicy Ros, Vitoriano Silva, Jorandir Magnus Raupp, Jose Nunes, Juliano Encarnação, Paulo Lima, Jorge Macedo Santos, Hilaria Oliveira, Maria Fank, Carlos Alberici, Arlindo Rodrigues, Wilson Sônia, Maria Terezinha Marangoni, Raul Cerneiro Carneiro, Nauro Da Silveira, Elpidio Londero, Silvio Bittencourt, Alzira Ferreira De Oliveira, Gervalino Sena, Claúdio Vogt Vogt, Celso Ferrarini, Arlinda Fischer de Godois, Alceu Ferreira, José Andrade, Tamires Huck, Erenideoliveira Oliveira, Jairs Ferreira D Sant, Paulo Cesar, Eroni Dreier, Cleber João Sadala, Osvaldo Rinquim, Bra Marques, Anirton Gonçalves, Paulo Colaço, Lourenço Schreiner, Marli Lindenmeyer, Ildo Serafin, Amarildo Geni Moro, Cleuza Valerio Viticoski, Emília Tadaieski, Anderson Donizette, Marilda Graciano DeLima, Ezio Da Rosa Cardoso, Claudir Antonio Da Rosa, Sueli Alves, Sali Suzin, Narcizo Cavazzani, Rafaela Evelise Binner Hirth, Valdemar Da Silva, Valdecir Sommer, Adolar Quevedo, Kacia Marques, Maribel Pizzolatto, Tatiane Novais Santos, Andre Misael, Leocrides Duarte, Fabio Alves, Maurício Reis Ribeiro, Adriana Thiago Adriana, Eliseu Kubacki, Ênio Carvalho, Ari Brunetto, Tilvo Hoscheid, Kesner Oliveira, Bras Oliveira, Milton De Jesus Meneguetti, Celina M Barbosa, José Luiz Copi José Luiz, Antonio de Oliveira, Gilvan Antônio De Almeida Almeida, Nivia Maria, Leandro Calvetti, Alci Dezorde, Marcos Antonio, Ana Vidartdantas, Maria Lucia Cavalcanti, Ezequiel Cruz, Valter Vieira Severo, Cido Goncalves, António Do Nascimento, Narcisio Gonçalves, Tereza Alves Machado, Elisio Valerio, Margarida Guimarães, João Claudecir Apolinário, Maurício Santiago Anhaia, Alair Fagundes, Cristiano Lara, Janir Hobold, Alaídes Lima, José Waldemar Montibeller, Sergio de Mattos, Cristiano Santos, Rosário Sumaz, Elias Padilha, Filomena Delima, Magda Freitas, João Luís, Aline Ferreira, Paulo Brito, Edilene Santos, Gilson Silva, Guedes Egmar, Ede Campeiro, Zanete Galeano, Iraci Soares, Fabio Barreto, Juliana Da Silva, José Domingos Boldrini, Adilce de Souza, Imidia Alves Dos Reis, Laudete Dias, Silvestre Machado De Oliveira Machado De Oliveira, Ivanil Bruno Da Silva, Raúl Gomez De Olivera, Eloísa Klusener, Manoel Trindade, Lurdes Cantu, Leni Santos Luz, Cleusa Simmi, Maria Rita Silva, Anelise Strey, Francisco Bartnikovski, @[1000542593944Vanderlei Jomes], Julio Eva, Salomé Alves, Eronildo Maurina, Lázaro Francisco, Pedro Tomacheski, Valdelina Almeida, @[1000465348478Felipa Marin], Felisberto Krupa, Valdo Francisco Dos Anjos, Terezinha Salles, Gabriel Pereira De Morais Morais, Rodrigo Fabrin, Valcir De Almeida, Celso Donato, Luiz Carlos Oliveira, Geneci Lima, Claudio Kaka, Jane Kindziera, Vilmar Da Silva, Olindina Junco, @[1000387988014Andressa Mello], Cristian Luiz De Lima, Marisa Becker, Carlosinacioscherer Scherer, Francielen Leal, Carlos Paulo de Araújo, José De Alcântara Filho, Gloriapadilha Dos Santos, Maria Helena Moura, Anderson Szienwelski Tessaro, Dito Dito, Clevanice Dias Correa, Claudia Sime, Jorge Wolfart, Fabiano Reis, Lucia Taffarel, Mary Ronaldo Brite, Marcia Garcia, Alessandro Carvalho, Helena Maria de Carvalho, Selma Carvalho, Eduardo Santos, Vilson Noslive Xavier, Cloraci Bacchi, Valdecir Primaz, Julia Rosa Szelemei Ribeiro, Delair Ferreira, Vanir Pedrotti, Pablo Giron, Graciela Corman, Aparecido De Morais, Carmelo Goularte, Richard Luiz, @[1000704650447Sidnei Lima], Jehova Melo, Ana Leia Doline Doline, José Edocir, Marli Goncalves, Zenita Dos Santos, Marcio Hohemberger, Geraldo Drevek, Roberto Vagner Zeni, @[1000033238153Leia Lima], Roberto Marafiga, Tania Pacher, Lucia Ferrão, Cesar Lenser, Adalberto Iarto, Roselli Camargo, Sergio Nascimiento, Laura Rosa Ribeiro, Gildete Terezinha Kaiper, Antonio Borracha, Gercila Giovanella Borniatti, Licio Horobinski, Romilda Pereira, Jehova Dos Santos Jehova Dos Santos, Màrcia Marciano França, Antonio Gonçalves, Lorena Tavares Prussiano, Maria Rocha, Cleni Padilha, Nair Melo, Zeninho Silveira, Marino Bueno, Rogéria Berlini, Sinara Flores Matozo, Calmon Brito, Vilmar Pereira, Glenio M Martins, Silvioexpeditodutra Dutra, Rosendo Penteado, Nelci Dieterich, Alessandro Fernandes Dos Santos, Claudio Becker, Mikel Gaúcho Lobo, Abel Sanfoneiro, Naite Rogério Mombach, Elgide Lourdes Strapazzon, Loren Galliano, Cleverson Zanin, Norberto Teixeira, Jobenir Sousa Gomes, Jorge David, Alverinho Jorge Uebel, Adriana Bairros, Loréci Betoni Fortuna, Aloisia Szortika, Jose Nascimento, Janete Berwald, Anacleto Poltronieri, Alzerina Maria, Silvia Gonzalez, SauloJosé M Padilha, Valmir Dos Santos, Neuza Pereira, Gerson Pamdolfo, Rudimar Veiga, Manuela Freitas, Hercilio Luiz Venturi, Wilson Fernandes Pereira, Villi Frank, Laços Santos, Odete Fernades, Ernani Franciscodasilva, Flavio Castanho (truncated)",https://www.facebook.com/photo.php?fbid=982778055654908&set=gm.4800799486644151&type=3,,,,,,,,"1,502",15.17
Iniciativa Liberal,iniciativaliberal,282717852317261,POLITICAL_PARTY,PT,"Partido Iniciativa Liberal. Mais Liberdade Política, Social e Económica. Juntos somos alternativa por um Portugal Mais Liberal.",2018-08-22 19:59:20,105114,116817,2022-01-05 15:25:23 WET,2022-01-05,15:25:23,Photo,884,707,105,52,12,0,6,1,0,1,,-,0,0,0,N/A,https://www.facebook.com/282717852317261/posts/978324029423303,🔴🔵 O kick-off dos debates da Iniciativa Liberal é hoje 📺 RTP3 - 18:15 💥 João Cotrim Figueiredo vs Francisco Rodrigues dos Santos 📈 O FUTURO É LIBERAL #PortugalMaisLiberal,https://www.facebook.com/iniciativaliberal/photos/a.292960941292952/978323936089979/?type=3,,"RTP3 DEBATE HOJE, 18h15 20ਾ João Cotrim Figueiredo Francisco Rodrigues dos Santos iniciativa liberal PREPARADOS",,,,,,884,-1.12
Caça & Cães de Caça,cacaecaesdecaca,239802256185670,COMMUNITY,PT,A revista onde todos os meses encontrará os melhores artigos de Caça Menor e Caça Maior. Sempre acompanhada por um DVD com emocionantes lances de caça.,2013-11-28 14:29:51,7320,7583,2022-01-06 18:38:03 WET,2022-01-06,18:38:03,Photo,816,447,127,175,65,0,1,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/239802256185670/posts/2049856691846875,"Um texto de Maria Carvalho Vacas, que partilhamos com todos os nossos leitores: Carta aberta ao PAN: Senhora deputada Inês de Sousa Real, estou estupefacta, com as suas intervenções, no debate frente a frente com o Senhor Presidente do CDS Francisco Rodrigues dos Santos. PAN vs CDS. A Sra. deputada e o seu partido ODEIAM pessoas. São verdadeiros terroristas, no sentido literal da palavra e tem apenas como objetivo a destruição da economia, do ambiente, dos animais, das pessoas e são um atentado a Portugal e aos portugueses, com particularidade ao mundo rural, que tão chicoteado foi. Fiquei angustiada, ofendida e sentida com cada palavra disparatada que a Sra. ousou referir para delinear o seu pensamento acerca dos objetivos que propõe e daquilo que defende. É importante sermos claros e racionais, e como tal não me consigo conter e tenho de passar, o transtorno que me causou para entre linhas. Fiquei assustada e temo este ideal de sociedade, IRREAL que nos coloca á frente dos olhos, e todo este discurso ANTAGÓNICO, fez-me questionar se estaremos a habitar no mesmo planeta. A sério. Ora então peguemos nesta caricata frase, dita por si, no decorrer do debate: “A caça é uma das atividades humanas que mais coloca pressão sobre as espécies e a proteção da biodiversidade.” (Um pequeno parênteses, só para a enquadrar) - (O meu pai, Nuno Carvalho Vacas, é gestor cinegético e talvez um dos senhores que neste país mais lida e trabalha com caça diariamente, dedica a sua atividade profissional e pessoal a esta nobre e relevante atividade. Ao longo dos anos desenvolveu um papel de grande relevância para a preservação das espécies cinegéticas e trabalha diariamente no progresso e na evolução positiva das zonas de caça pelas quais é responsável, no nosso país). Eu Maria, uma miúda de 16 anos, convivo diariamente com esta realidade, com a dureza que é esta vida do campo, da paixão que se tem pelo trabalho e da dedicação que os verdadeiros protetores e amantes do mundo rural tem no seu dia a dia por esta vida, que eu muitas vezes já coloquei em causa e me atrevi a dizer que era loucura. A caça é a atividade que mais defende a biodiversidade e as espécies. Isto é muito simples de justificar. O caçador é o único “maluco” que se levanta a um quarto para as seis da manhã, ao fim de semana, a pagar (maioritariamente), veste as calças, a camisa e de seguida calça as botas, faça muita ou pouca chuva, faça muito ou pouco sol, pega nos seus amados e prestáveis cães, e segue viagem,… chega ao campo, pode ver muita caça ou nenhuma, pode nem levar cartuchos, até se esquecer de levar a arma… é o melhor dia da semana… vá-se lá perceber esta paixão… O tiro é apenas uma consequência do ato de disparar, mas a caça não se reduz a esse preciso ato. O dia da caçada começa nos meses antes, quando os comedouros e bebedouros são abastecidos, quando os predadores são abatidos, quando alguém decide investir, criar e trabalhar para garantir as melhores condições para a caça ali se instalar… O convívio, o olhar apaixonado, o respirar deste ar, o caminhar pelo terreno molhado, ver os cães a caçar, as peças de caça a fintar, a paisagem e a natureza a acolher, uma manhã que está a começar e o sol que teima em espreitar,… Para terminar, vai tudo almoçar… sabe Sra. deputada, quantos restaurantes estão vivos na província, devido a este terminar de uma manhã de caça - MUITOS. Mas a Sra. refere que esta atividade “ em nada contribui, ou melhor, que só dá prejuízo “ mas todos os fins de semana, enchem as suas salas para estes senhores caçadores alimentar e com isto proporciona-se o desenvolvimento das áreas rurais, a criação de emprego e a fixação de população. Mas isso pouco lhe deve interessar. Sabe Sra. deputada nunca serei capaz de a esclarecer ou de chegar a um consenso sobre o que é amar verdadeiramente pessoas, animais e natureza. Talvez a Sra. só entenda, quando conhecer estes 3 conceitos e os associar. Um dia quem sabe, a caçar os conseguisse perspectivar. Entre tantos outros temas a poderia desmarcar. Maria Carvalho Vacas",https://www.facebook.com/cacaecaesdecaca/photos/a.240127259486503/2049856311846913/?type=3,,,,,,,,816,22.05
Eu curto Nacional Kid,,166513700089949,none,,,,46522,N/A,2022-01-05 23:43:41 WET,2022-01-05,23:43:41,Photo,725,478,180,32,32,2,0,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/groups/166513700089949/permalink/6688778107863443,"Vamos dar as boas-vindas aos nossos novos membros: David Lopes, Jurema De Albuquerque Henrique, Eduardo Oliveira, Mildo Oliveira, Cosme Aparecido Felix, Robson Lima, Jhonatan Saibel, Ulisses Pereira, Alberto De Barros, Marta Fonseca, Reinaldo Gomes, Rronaldo Ssilva, Ďamiló Botelli, Toinho Fernandes Csc, Marilsa Moura, Luiz Svenson, Sergio da Silva, José Edir Almeida, Fernando Aquino de Azevedo, Luis Carlos Ferreira Ferreira, Euvaldo Dutra, Jorgepalley Jorgepalley, Rosa Silva, Rosana Magali Ferrari Laino, Marcus Lepoli, Jonas Martins Dias, Sergio De Mello, Renata Cristina Renata, Marcos Corrêa, Ademar Jose, Edson Brum, Carlos de Luca, Jose Antonio Ricardo, André Araujo, Joaquim Neto, Marujo Gomes, Walace Jose Moreira, Leila Marques, Paulo Roberto Dos Santos, Celso Gusmão, Carlos Andrade, Carlos Alberto Parmagnani, Marco Antonio Calandrin, Alceu Van Der Sand, Wagner Santos, Walter Romera, Roberto Alencar, Joao Carlos Mendes Pereira, Luiz Bandeira, Rosalina Porfirio Dias, Tânia Felix, Jussara Oliveira, João Messias, Jose Cosme Caetano, Marcio Luiz Edelstein, Luiz Brasil Figueiredo, Décio Domingues, Celso Eduardo Vieira, Deusdeth Martins, Wagner Dos Santos, Gilson Gaspar Gaspar, Mauricio Moreira Reis, Rogério Ribeiro Cellino, Oliveira Neto, Itamar Martins, Sérgio Fratin, Marilu Brida, Hélios De Castro, Nilson O De Jesus, Claudemir Santos, Cláudio Vilela Rodrigues, Chiquinho Dos Santos, Leleco Assunção, Cristiana Freitas, Vilma Mourao, Silvânia De Luz Luz, Jose Santos, Claudia Lucia Alves de Faria, Rubens Antonio, Izaura De Oliveira Fernandes, Rita Naegele Barreto, João Silverio Costa, Newton Barboza, Evê Sobral, Marcos Tarana, Marcos André Machado Ribeiro, Wanderley De Souza Murca Vando, Ricardo Rosales, Iza Nascimento, Paulo Tarso, Elaine Arteiro, Roberto Quintanilha, Donizete Caminotto, Dada Da Silva Da Silva, Edson Dias, Davi Alexandre, Vitalmiro Dias Cerque, Auri Joao Alves da Cruz, Adalberto Camara Pinto Camara Pinto, Fabio Leitao, Gerson Tomaz Miranda, Cesar Cesar Cesar, Nadja Oliveira, Ismael Justo, Adalberto Gertrudes, Carlos Giovane Fontoura De Carvalho, Dirce Bernardelli Oliveira, Taena Silva, Eli Francisco Sebastião, Ana Lucia Galhardo, Carlos Santos da Silva, Marco Iazbeck, Tania Cristina, Carlos Roberto Moraes, Adalberto Quintinodefreitas, Luiz Fernando Azevedo da Costa, Diego Rodrigues, Giuliano Rodrigues Rosa, Elias Jose da Silva, Luiz Carlos Virgini, Wilson Souza, Marlene Mendonça, Alexandre Alves, Helio Barros, Paulo Barbosa da Silva, Valdir Mariano, Piccioli Claudinei, José Fiedler, Paulo Bastos, Daniel Andrade, Sérgio Cabral, Joao Gonçalves, Roberto de Campos, João Vicente Santos, João Dominick, Marcos Fechner, Jerson Roberto Salandra Lemos, José Luiz, Osamu Okumura, Sergio Athaide, Luis Carlos Alencar, Cesar Rodrigues, Wilson Renato Maica Soares, Carlos Wilson Ferreira da Silva, Telma Roberta Motta, M César Borges, Estela Turn, Carlos Balasso, Paulo França, Lambros Katsonis, Carlos Jose, Walter De Oliveira Lima, MariaEterna Terninha, Kiyosi Hirakawa, Antonio Carlos Silva, Fani Suster, Pedro Amancio, Mario Dias, Helio Campelo, Luiz Henrique, Antonio Medina, Márcio Santiago, Marcos Aurélio Oliveira, Nelson Bravin, Humberto Medeiros, Zelão Zelão, Eraldo Sabadini de Azevedo, Carlos Augusto, Elias De Freitas Pereira, Eliete Brandão, Haroldovieirasales Sales, Janderson Antonio, José Lourenço, Erica Barbosa, Nilzo Vital, Antonio Sergio Pereira, Nicola Florenzano Neto, Cássio Fernandes, Paulo Rogerio Do Amaral, Mauro Januario, Carlos Scattone, Ademar Ferreira, Alexandre Figueira Borgomoni, Ivanilse Dos Santos, Mateus Savastano, Neila Maria, Henrique Correia, Evandro Gonçalves Martins, Jorge Machado, Oronzio Airton, Rilton Moreira, Flavio TioHair, Ivan Queiroz Oliveira, Marcos Anselmo Ferreira, Fernando QuenãoéoPessoa, Sonia Monteiro, Fatima Fate, Elias Jose de Santana, Frede Donadio, Cecilia Ines, Buc Buchara, Laerte Da Rocha Rocha, Ana Carolina Santos Silva, Regiluciasilva Regiluciasilva, Vania Botelho, Antonio Carlos Pires de Figueirefo, Ubirajara Queiroz, Sercundo Silva, Djalma Bandeira, Maria Helena De Azevedo Furtado, Euno Martins, Esaudir Longhi, Milton Rodrigues Moraes, Antonio Nunes, Antonio Santista, Clóvis Fischer, Marcos Alcântra Jr., Gleide Magalhaes Rodrigues, Renato Wisnievski, Vilma Jorge, Jose Luiz Bernardes, Benedicto Kubrusly Junior, Ronaldo Lino, Frank Monteiro, Mota Arditi's, Pedro Camargo, Paulo Santanna, Licia Pereira, Vera Morais Pintaudi, Antonio Camilo Neto, Messias Silva, Carlos Brito E Cunha, Portugues Abutre, Renê Araújo Pereira, Ivone Ribeiro, Isaac Santos, Zeca Araujo, Edgar Moreno Monrroy, Marise Assad, Romeu De Barros Neto, Domingos Sávio Lins Brandão, Benhur Zanini, Clovis Duran, Getúlio Inácio, Gildo Galdi, Rosana Telles, Fernando França, Carlos Gama E Silva, Gabriel Pereira Silva, Walter Leandro Garcia Filho, Marcilene Machado, Tarcisio Stiegert, Myrna Dib, Renato Duarte, Lana Maria, Luiz Soderi, Lito Peinado, Daiimom Ruas, Roger Souza, Selomi Maia, (truncated)",https://www.facebook.com/photo.php?fbid=5522431897774076&set=gm.6688778107863443&type=3,,,,,,,,725,1.63
SIC Notícias,sicnoticias,150808986387,TV_CHANNEL,PT,"Obrigado por visitar a SIC Notícias. 

Aqui pode seguir os conteúdos que passam na televisão e os exclusivos do site: em texto, vídeo e em fotos. 

Acompanhe também as notícias de última hora em direto. 

http://sicnoticias.pt/ ",2009-09-09 10:03:09,1763774,1940633,2022-01-07 23:26:06 WET,2022-01-07,23:26:06,Link,666,314,265,11,21,0,38,4,10,3,,-,0,0,0,N/A,https://www.facebook.com/150808986387/posts/10160370852991388,"Rui Rio (PSD) debateu, esta sexta-feira, com Francisco Rodrigues dos Santos (CDS-PP). Líder centrista defende que “todas as companhias de transportes detidas pelo Estado“ devem passar para o setor privado.",https://sicnoticias.pt/eleicoes-legislativas/legislativas-rio-considera-que-tap-e-uma-vergonha-e-quer-reprivatiza-la,https://sicnoticias.pt/eleicoes-legislativas/legislativas-rio-considera-que-tap-e-uma-vergonha-e-quer-reprivatiza-la/,,Legislativas: Rio considera que “TAP é uma vergonha” e quer reprivatizá-la,,,,,666,10.74
Os Russos Precisam Ser Estudados,,2473794139589555,none,,,,163251,N/A,2022-01-06 12:34:41 WET,2022-01-06,12:34:41,Photo,438,173,82,3,61,0,118,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/groups/2473794139589555/permalink/2741736969461936,"Sejam Bem vindos ao NOSSO grupo camaradas! Lucas Xavier Gutierres, Joao Victor, Alexandre Silva, Oswaldo Nogueira, Beatriz Draghetti, Bruno Oliveira, Junior Kist, Carlos Henrique, Lucas Costa, Paula Fernanda, Bambu Bill, Elza Pereira, Luiz Ocimar Ferreira, Thiago Rubens, Bruna Gabbia, Rui Serpa, Carlos Candido, Simão Rodrigues, João Lucas Gino, Ana Rodrigues, Amanda Lopes, Ronilson S. Costa, Emily Luci, Keren Exaltação, Guilherme Oliveira, Dionata Silva, Vernon Lothbrok, Wallace Gomes, Cristian Pereira, Victor Martins, Dias Gabriel, Diogo Rodrigues, Bergson Solo, Leandro Souza, Willian Stos, Rayssa Corrêa, Freddy Laranjeira, Logan Howlett, Igor Ramos, Patrick Höger, Marcio Rfl, Saymon Justo, Wallace Santos, Bruno Marcelo, Wesley Azevedo, Marcelo Tavares Jr., Juan Pablo, Samara Reis, Carlos Alberto, Luiz Henrique, Julio Cesar Julião, Siovanne Christian, Gabriel Pardim, Jhon Carlos, Leonardo Oliveira, Iago Makyama, Albert Souza, Claodiceia Freitas Fernandes, Luciano Ribero, Tarso Ciolete, Gleison Macieldeoliveira, Alyfer Gustavo Roque, Samuel Martins Trindade, Leonardo Carvalho, Valter Aquino, Bianca Erler Rolim, Daviid Portela, Jumento Gotosi, Aparecido Cardozo, João Pedro Silva, Jose Hackerott, Marcos Alessandro, Viviane Ferraz, ابو امير السلطاني, Kauan Sobreira, Gabriel Souza, Evelyn Carlin, Gabriel Barreto, Kelven Kálimo, Renan Felipe De Barros, Juliano Olegario, Mila Hofman, Pietro Forgiarini, Landes André, Genilson Bueno, Victor Gabriel Valentim, Max Iannis, Lucas Nascimento, Rodrigo Souza, Ö Ramon DA Vńz, Anderson Brito, Rafael Garcia, Fernanda Biss, Gabriel Silva, Tang Jesus, Thailan Ferreira, Giovani Ribeiro, Younis Al Muqbali, Felipe Fernandes, Maria Xavier, Ana, Daniel Domingos, John Miranda, Jorge Luis Afroo, Mateus Szydloski, Dany Alva, Gabriel Ferraz, Pedro Henrique, Douglas Baptista, PowerLed Ɩnformática e Eletrônicos, Tatiana Martins, Jessy Ariens, Jonilson Nogueira, Ronaldo de Paula, Leonardo Dos Santos, Raphael Leoni, Rafael Gomes, Lucas Duarte, Rodrigues Rodrigues, Rogerio Barreira Resende, Mateus Meneguite, Gustavo Ferreira, Railson Oliveira, Marcos Vinicius, Roger Silva Silva, Luis Henrique Oliveira, Thiago Almeida, Willian Silva, Luiz Souza Banks, Bruna Machado, Haidar Muslmawi, William Amorim Amorim, She Oliveira, Joyce Sloty, Elvis Senju, Samael Lucas, Rangel Oliveira, Ulisses Garcia, Riick Lucas, Denise Celere, Henrique Cesar, Kauan Maia de Sousa, Victor Barbosa, Breno Muñoz Queiroz, Murillo Cerqueira, Pincher De Sal, Rani Rico, Abeçoado Por Deus, Artur Craveiro, Caillou Duarte, Adriano Carvalho, Gabriel Souza, Isnaver Santos, Alyson Rasseli Pereira, Adriano Junior, Neymar Reney, Jean Gomez, Renata Guimarães, Antônio Rverissimo, Damaris Drude, Pedro Sprea, Thamires Da Silva, Pedro Garschagen, Daniel de Souza, Julio Telles, Thiago Antunes Carneiro, Március Mono TF, Swan Sebasuchan, Clarisse Gabriela Vargas, Miguel Safra, Souza Kaua, Igor Lima, Luciano Vasconcelos Almeida, Gabriel Fagundes da Silva, Antonio Auro Rabello Rabello, Guilherme Do Nascimento, Alexandre Spacassassi Nazario, André Gabriel, Carlos Oliveira, Giiovanny Liima, May Ron, Airton Da Luz Junior, Naldim Teclas, Geane Rb, Daniel Moraes, Thiago Lemos, Khalidy Da Sharks Familly, Natália, Eduardo Gabriel, Erick Lacerda, Pedro Escobar, Renato Batista, Paulo Roberto, Gean Kildere, Vitor Daicampi, Carolina Rodrigues, Igor Zuppo, Sod Rilva, Apollo Túlio, Flavio Castro Guimarães, Mariana Medeiros, Sarah Dias, Pablo Lucas, Paulo Robson, Gabriel Armond, Vitor Hugo Trevisan, Guilherme França, Luiz Natália, Robert Müller, Dhione Moura, Vitor Hugo, Luiz, Alex Silva, Davi Ribeiro Silva, Tiago Marcelino, Vinicius Xavier, Ruben Vilchez, Carlos Eduardo, Karyn Santos, Tarikul Ahmed Rafan, Luukas Ferreira, Akio Hashimoto, Cristofer Teixeira, Pedrosa Kátia, Matheus Matheus Matheus, Rhayla Santos, Maria Otilia Pinto, Jojo Costa, Leonardo Perini, Kalyne Mileena, Rodrigo Araújo, Gabriel Fernandez, Isa Victória, Yonara Cristyna, Felipe P. Lopes, Carlos Cauã, Jéssica Monteiro, Pablo Caballero, Gabriel Shelby, Diordion Mathana, Fellipe Lemos, Wellington Adrianczyk, Daisy Martins, Ca Rol, Jhonathan Soares, Francisco Lima, Daniel Nogueiira, Jean Carlo Cesari, Mateus Pereira da Silva, Rafaah Rafaah, Ivando Almeida, Kaua Paim, Fabio Lucas Gremes, Allan Rita da Silva, Lucas Semedo Dos Santos Rezende, Luizeduxx Bull, Carlos Salguero Rivera, Alexsander Cervinski, Patrick Garcia, Samuca Jesuss, Juan Insfran, Gustavo De Lima, Hyago Oliveira, Johnny Snuff, Rafael Vieira, Willian Natan, Ramon Silva, Henrique Arruda, Jeferson Costa Gold, Jander Souto, Luan Santos, Guilherme Coutinho, Anna Ching, Cinthia Luciano, Leonardo Martins, Samuel Henrique, Robson Santana, Rafael Ribeiro Silva, Vanderson Souza, Martins Carla, Matheus Julio, Gabriel Poloski, Fabioferreira Aguiar, Salvador Soares, Gabryel Hector, Monica Alves, Juliano Rocha, Jonas Souza, Diogo Alusiar",https://www.facebook.com/photo.php?fbid=461137305675934&set=gm.2741736969461936&type=3,,,,,,,,438,2.17
Chega Açores,ChegaAcores,101991058085799,POLITICIAN,PT,"
",2020-03-02 14:06:29,13911,14149,2022-01-04 21:27:56 WET,2022-01-04,21:27:56,Photo,433,304,14,68,35,0,2,0,0,10,,-,0,0,0,N/A,https://www.facebook.com/101991058085799/posts/441333434151558,"CANDIDATOS DO CHEGA DOS AÇORES Lista de candidatos do CHEGA pelos Açores para as Eleições Legislativas Nacionais de 30 de Janeiro 2022 VAMOS JUNTOS FAZER TREMER O SISTEMA! CHEGA! EFECTIVOS 1 – José Pacheco, designer gráfico, deputado regional eleito pelo CHEGA desde Outubro de 2020 2 – Francisco Gabriel Meneses de Lima, Médico Veterinário 3 – Olivéria Santos, licenciada em Jornalismo e Comunicação 4 – Fernando Mota, empresário 5 – José Bernardo, engenheiro agrícola, micro-empresário no ramo do Agro-turismo SUPLENTES: 1 – Cecília Ferreira, professora. 2 – Pedro Rodrigues, fiscal de transportes públicos 3 – Rui Silva, reformado 4 – Eleonora Bettencourt, Professora do Ensino Secundário. 5 – Filipa Lopes, doméstica MANDATÁRIA – Olivéria Santos #Chega #ChegaAçores #Açores #AndréVentura #Legislativas2022",https://www.facebook.com/ChegaAcores/photos/a.102052588079646/441333277484907/?type=3,,VAMOS FAZER TREMER O sistema Candidatos dos Açores Francisco Lima Médico Veterinário Olivéria Santos Jornalista Fernando Mota Empresário José Bernardo Engenheiro Agrícola Cecília Ferreira rofessora Pedro Rodrigues Fiscal Trano Públicos Rui Silva Reformado ANDRÉ VENTURA Eleonora Bettencourt Professora Filipa Lopes Doméstica JOSÉ PACHECO CHEGA CHEGA,,,,,,433,1.79
Tauronews,Tauronews2017,1679598488999208,MEDIA_NEWS_COMPANY,PT,"Bem-vindos à Página Oficial da Tauronews. 

Aqui daremos toda a informação taurina que precisa.

Mais informações em www.tauronews.com",2017-02-22 11:51:18,29233,37398,2022-01-05 18:23:05 WET,2022-01-05,18:23:05,Native Video,412,304,23,48,32,0,0,1,1,3,owned,Yes,2665,3520,0,00:00:57,https://www.facebook.com/1679598488999208/posts/2805859403039772,"Francisco Rodrigues dos Santos do CDS-PP, aborda a tauromaquia em debate com a líder do Pan, no debate ontem na RTP para as legislativas.",https://www.facebook.com/Tauronews2017/videos/291462619705038/,,,,,,,,412,1.13
